,manufacturer,model,year,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,user_id,actual quantity consumed per 100 km
31615,Tesla Motors,Model S,2015,Model S85,278.0,28.12.2016,21848.0,119.0,29.0,Electricity,Winter tires,1,0,1,Normal,27.58,0,0,,11.479999999999997,,Tesla_Model_S_2015,24.369747899159663
31616,Tesla Motors,Model S,2015,Model S85,278.0,23.12.2016,21729.0,112.0,46.0,Electricity,Winter tires,1,1,1,Normal,27.58,0,0,,11.479999999999997,,Tesla_Model_S_2015,41.07142857142857
31617,Tesla Motors,Model S,2015,Model S85,278.0,22.12.2016,21617.0,156.0,32.0,Electricity,Winter tires,1,1,1,Normal,27.58,0,0,,11.479999999999997,,Tesla_Model_S_2015,20.51282051282051
31618,Tesla Motors,Model S,2015,Model S85,278.0,19.12.2016,21461.0,65.0,17.0,Electricity,Winter tires,1,0,1,Normal,27.58,0,0,,11.479999999999997,,Tesla_Model_S_2015,26.153846153846157
31619,Tesla Motors,Model S,2015,Model S85,278.0,17.12.2016,21396.0,142.0,49.0,Electricity,Winter tires,1,1,1,Fast,27.58,0,0,,11.479999999999997,,Tesla_Model_S_2015,34.50704225352113
31620,Tesla Motors,Model S,2015,Model S85,278.0,16.12.2016,21254.0,136.0,33.0,Electricity,Winter tires,1,1,1,Fast,27.58,0,0,,11.479999999999997,,Tesla_Model_S_2015,24.264705882352942
31621,Tesla Motors,Model S,2015,Model S85,278.0,13.12.2016,21118.0,193.0,39.0,Electricity,Winter tires,0,1,1,Normal,27.58,0,0,,11.479999999999997,,Tesla_Model_S_2015,20.207253886010363
31622,Tesla Motors,Model S,2015,Model S85,278.0,11.12.2016,20925.0,138.0,50.0,Electricity,Winter tires,0,1,0,Fast,36.23,0,0,,20.129999999999995,,Tesla_Model_S_2015,36.231884057971016
31623,Tesla Motors,Model S,2015,Model S85,278.0,11.12.2016,20787.0,41.0,10.0,Electricity,Winter tires,0,1,0,Normal,24.39,0,0,,8.29,,Tesla_Model_S_2015,24.390243902439025
31624,Tesla Motors,Model S,2015,Model S85,278.0,11.12.2016,20746.0,176.0,43.0,Electricity,Winter tires,0,1,0,Normal,24.43,0,0,,8.329999999999998,,Tesla_Model_S_2015,24.431818181818183
31625,Tesla Motors,Model S,2015,Model S85,278.0,11.12.2016,20570.0,101.0,35.0,Electricity,Winter tires,0,1,0,Normal,25.94,0,0,,9.84,,Tesla_Model_S_2015,34.65346534653465
31626,Tesla Motors,Model S,2015,Model S85,278.0,11.12.2016,20469.0,162.0,52.0,Electricity,Winter tires,0,1,1,Fast,25.94,0,0,,9.84,,Tesla_Model_S_2015,32.098765432098766
31627,Tesla Motors,Model S,2015,Model S85,278.0,10.12.2016,20307.0,108.0,21.0,Electricity,Winter tires,1,0,1,Normal,25.94,0,0,,9.84,,Tesla_Model_S_2015,19.444444444444446
31628,Tesla Motors,Model S,2015,Model S85,278.0,08.12.2016,20199.0,66.0,13.0,Electricity,Winter tires,1,1,1,Normal,25.94,0,0,,9.84,,Tesla_Model_S_2015,19.696969696969695
31629,Tesla Motors,Model S,2015,Model S85,278.0,08.12.2016,20133.0,4.0,4.0,Electricity,Winter tires,1,0,0,Normal,25.94,0,0,,9.84,,Tesla_Model_S_2015,100.0
31630,Tesla Motors,Model S,2015,Model S85,278.0,08.12.2016,20129.0,145.0,27.0,Electricity,Winter tires,0,1,1,Normal,25.94,0,0,,9.84,,Tesla_Model_S_2015,18.620689655172416
31631,Tesla Motors,Model S,2015,Model S85,278.0,07.12.2016,19984.0,123.0,29.0,Electricity,Winter tires,0,1,1,Normal,23.58,0,0,,7.479999999999997,,Tesla_Model_S_2015,23.577235772357724
31632,Tesla Motors,Model S,2015,Model S85,278.0,06.12.2016,19861.0,5.0,1.0,Electricity,Winter tires,1,0,0,Normal,20.0,0,0,,3.899999999999999,,Tesla_Model_S_2015,20.0
31633,Tesla Motors,Model S,2015,Model S85,278.0,06.12.2016,19856.0,5.0,1.0,Electricity,Winter tires,1,0,0,Normal,20.0,0,0,,3.899999999999999,,Tesla_Model_S_2015,20.0
31634,Tesla Motors,Model S,2015,Model S85,278.0,06.12.2016,19851.0,57.0,22.0,Electricity,Winter tires,1,1,1,Normal,26.39,0,0,,10.29,,Tesla_Model_S_2015,38.59649122807017
31635,Tesla Motors,Model S,2015,Model S85,278.0,06.12.2016,19794.0,5.0,10.0,Electricity,Winter tires,1,0,0,Normal,26.39,0,0,,10.29,,Tesla_Model_S_2015,200.0
31636,Tesla Motors,Model S,2015,Model S85,278.0,05.12.2016,19789.0,149.0,40.0,Electricity,Winter tires,1,1,1,Normal,26.39,0,0,,10.29,,Tesla_Model_S_2015,26.845637583892618
31637,Tesla Motors,Model S,2015,Model S85,278.0,02.12.2016,19640.0,73.0,19.0,Electricity,Winter tires,0,1,1,Fast,26.39,0,0,,10.29,,Tesla_Model_S_2015,26.027397260273972
31638,Tesla Motors,Model S,2015,Model S85,278.0,01.12.2016,19567.0,62.0,13.0,Electricity,Winter tires,1,0,1,Normal,26.39,0,0,,10.29,,Tesla_Model_S_2015,20.967741935483872
31639,Tesla Motors,Model S,2015,Model S85,278.0,30.11.2016,19505.0,74.0,37.0,Electricity,Winter tires,1,1,1,Fast,26.39,0,0,,10.29,,Tesla_Model_S_2015,50.0
31640,Tesla Motors,Model S,2015,Model S85,278.0,29.11.2016,19431.0,171.0,34.0,Electricity,Winter tires,1,1,1,Fast,26.39,0,0,,10.29,,Tesla_Model_S_2015,19.883040935672515
31641,Tesla Motors,Model S,2015,Model S85,278.0,28.11.2016,19260.0,86.0,24.0,Electricity,Winter tires,1,0,1,Normal,26.39,0,0,,10.29,,Tesla_Model_S_2015,27.906976744186046
31642,Tesla Motors,Model S,2015,Model S85,278.0,26.11.2016,19174.0,57.0,14.0,Electricity,Winter tires,1,0,1,Normal,26.39,0,0,,10.29,,Tesla_Model_S_2015,24.561403508771928
31643,Tesla Motors,Model S,2015,Model S85,278.0,25.11.2016,19117.0,148.0,31.0,Electricity,Winter tires,1,0,1,Normal,26.39,0,0,,10.29,,Tesla_Model_S_2015,20.945945945945947
31644,Tesla Motors,Model S,2015,Model S85,278.0,23.11.2016,18969.0,115.0,29.0,Electricity,Winter tires,1,0,1,Normal,26.39,0,0,,10.29,,Tesla_Model_S_2015,25.217391304347824
31645,Tesla Motors,Model S,2015,Model S85,278.0,22.11.2016,18854.0,92.0,19.0,Electricity,Winter tires,1,0,1,Normal,26.39,0,0,,10.29,,Tesla_Model_S_2015,20.652173913043477
31646,Tesla Motors,Model S,2015,Model S85,278.0,19.11.2016,18762.0,44.0,7.0,Electricity,Winter tires,1,0,1,Normal,26.39,0,0,,10.29,,Tesla_Model_S_2015,15.909090909090908
31647,Tesla Motors,Model S,2015,Model S85,278.0,18.11.2016,18718.0,126.0,44.0,Electricity,Winter tires,1,0,1,Normal,26.49,0,0,,10.389999999999995,,Tesla_Model_S_2015,34.92063492063492
31648,Tesla Motors,Model S,2015,Model S85,278.0,16.11.2016,18592.0,108.0,29.0,Electricity,Winter tires,1,1,1,Normal,26.49,0,0,,10.389999999999995,,Tesla_Model_S_2015,26.851851851851855
31649,Tesla Motors,Model S,2015,Model S85,278.0,15.11.2016,18484.0,93.0,30.0,Electricity,Winter tires,1,1,1,Normal,26.49,0,0,,10.389999999999995,,Tesla_Model_S_2015,32.25806451612903
31650,Tesla Motors,Model S,2015,Model S85,278.0,14.11.2016,18391.0,164.0,36.0,Electricity,Winter tires,1,0,1,Normal,26.49,0,0,,10.389999999999995,,Tesla_Model_S_2015,21.951219512195124
31651,Tesla Motors,Model S,2015,Model S85,278.0,11.11.2016,18227.0,69.0,22.0,Electricity,Winter tires,1,0,1,Normal,26.49,0,0,,10.389999999999995,,Tesla_Model_S_2015,31.88405797101449
31652,Tesla Motors,Model S,2015,Model S85,278.0,10.11.2016,18158.0,46.0,13.0,Electricity,Winter tires,1,0,1,Normal,26.49,0,0,,10.389999999999995,,Tesla_Model_S_2015,28.26086956521739
31653,Tesla Motors,Model S,2015,Model S85,278.0,09.11.2016,18112.0,46.0,16.0,Electricity,Winter tires,1,0,1,Normal,26.49,0,0,,10.389999999999995,,Tesla_Model_S_2015,34.78260869565217
31654,Tesla Motors,Model S,2015,Model S85,278.0,08.11.2016,18066.0,45.0,34.0,Electricity,Winter tires,1,0,1,Normal,26.49,0,0,,10.389999999999995,,Tesla_Model_S_2015,75.55555555555556
31655,Tesla Motors,Model S,2015,Model S85,278.0,07.11.2016,18021.0,115.0,11.0,Electricity,Winter tires,1,0,1,Normal,26.49,0,0,,10.389999999999995,,Tesla_Model_S_2015,9.565217391304348
31656,Tesla Motors,Model S,2015,Model S85,278.0,05.11.2016,17906.0,192.0,31.0,Electricity,Winter tires,1,1,0,Normal,26.49,0,0,,10.389999999999995,,Tesla_Model_S_2015,16.145833333333336
31657,Tesla Motors,Model S,2015,Model S85,278.0,05.11.2016,17714.0,212.0,52.0,Electricity,Winter tires,0,1,0,Fast,24.53,0,0,,8.43,,Tesla_Model_S_2015,24.528301886792452
31658,Tesla Motors,Model S,2015,Model S85,278.0,05.11.2016,17502.0,10.0,2.0,Electricity,Winter tires,0,0,1,Moderate,20.0,0,0,,3.899999999999999,,Tesla_Model_S_2015,20.0
31659,Tesla Motors,Model S,2015,Model S85,278.0,04.11.2016,17492.0,23.0,22.0,Electricity,Winter tires,1,0,1,Normal,27.48,0,0,,11.38,,Tesla_Model_S_2015,95.65217391304348
31660,Tesla Motors,Model S,2015,Model S85,278.0,04.11.2016,17469.0,6.0,18.0,Electricity,Winter tires,1,0,1,Normal,27.48,0,0,,11.38,,Tesla_Model_S_2015,300.0
31661,Tesla Motors,Model S,2015,Model S85,278.0,04.11.2016,17463.0,81.0,9.0,Electricity,Winter tires,1,0,1,Normal,27.48,0,0,,11.38,,Tesla_Model_S_2015,11.11111111111111
31662,Tesla Motors,Model S,2015,Model S85,278.0,03.11.2016,17382.0,5.0,6.0,Electricity,Winter tires,1,0,1,Normal,27.48,0,0,,11.38,,Tesla_Model_S_2015,120.0
31663,Tesla Motors,Model S,2015,Model S85,278.0,03.11.2016,17377.0,3.0,8.0,Electricity,Winter tires,1,0,1,Normal,27.48,0,0,,11.38,,Tesla_Model_S_2015,266.66666666666663
31664,Tesla Motors,Model S,2015,Model S85,278.0,03.11.2016,17374.0,144.0,9.0,Electricity,Winter tires,1,0,1,Normal,27.48,0,0,,11.38,,Tesla_Model_S_2015,6.25
31665,Tesla Motors,Model S,2015,Model S85,278.0,28.10.2016,17230.0,45.0,11.0,Electricity,Winter tires,1,0,1,Normal,24.44,0,0,,8.34,,Tesla_Model_S_2015,24.444444444444443
31666,Tesla Motors,Model S,2015,Model S85,278.0,27.10.2016,17185.0,70.0,14.0,Electricity,Winter tires,1,0,1,Normal,20.0,0,0,,3.899999999999999,,Tesla_Model_S_2015,20.0
31667,Tesla Motors,Model S,2015,Model S85,278.0,26.10.2016,17115.0,154.0,44.0,Electricity,Winter tires,1,0,1,Normal,22.61,0,0,,6.509999999999998,,Tesla_Model_S_2015,28.57142857142857
31668,Tesla Motors,Model S,2015,Model S85,278.0,25.10.2016,16961.0,32.0,9.0,Electricity,Winter tires,1,0,1,Normal,22.61,0,0,,6.509999999999998,,Tesla_Model_S_2015,28.125
31669,Tesla Motors,Model S,2015,Model S85,278.0,23.10.2016,16929.0,138.0,30.0,Electricity,Winter tires,1,0,1,Normal,22.61,0,0,,6.509999999999998,,Tesla_Model_S_2015,21.73913043478261
31670,Tesla Motors,Model S,2015,Model S85,278.0,20.10.2016,16791.0,136.0,30.0,Electricity,Winter tires,1,1,1,Normal,22.61,0,0,,6.509999999999998,,Tesla_Model_S_2015,22.058823529411764
31671,Tesla Motors,Model S,2015,Model S85,278.0,17.10.2016,16655.0,230.0,43.0,Electricity,Winter tires,0,1,0,Normal,22.61,0,0,,6.509999999999998,,Tesla_Model_S_2015,18.695652173913043
31672,Tesla Motors,Model S,2015,Model S85,278.0,17.10.2016,16425.0,25.0,4.0,Electricity,Summer tires,1,0,0,Moderate,16.0,0,0,,-0.1000000000000014,,Tesla_Model_S_2015,16.0
31673,Tesla Motors,Model S,2015,Model S85,278.0,17.10.2016,16400.0,193.0,62.0,Electricity,Summer tires,0,1,0,Normal,23.19,0,0,,7.09,,Tesla_Model_S_2015,32.12435233160622
31674,Tesla Motors,Model S,2015,Model S85,278.0,16.10.2016,16207.0,26.0,9.0,Electricity,Summer tires,1,0,1,Normal,23.19,0,0,,7.09,,Tesla_Model_S_2015,34.61538461538461
31675,Tesla Motors,Model S,2015,Model S85,278.0,16.10.2016,16181.0,114.0,15.0,Electricity,Summer tires,1,0,1,Normal,23.19,0,0,,7.09,,Tesla_Model_S_2015,13.157894736842104
31676,Tesla Motors,Model S,2015,Model S85,278.0,14.10.2016,16067.0,25.0,12.0,Electricity,Summer tires,1,0,1,Normal,23.19,0,0,,7.09,,Tesla_Model_S_2015,48.0
31677,Tesla Motors,Model S,2015,Model S85,278.0,12.10.2016,16042.0,64.0,20.0,Electricity,Summer tires,1,0,1,Normal,23.19,0,0,,7.09,,Tesla_Model_S_2015,31.25
31678,Tesla Motors,Model S,2015,Model S85,278.0,12.10.2016,15978.0,71.0,5.0,Electricity,Summer tires,1,0,1,Normal,23.19,0,0,,7.09,,Tesla_Model_S_2015,7.042253521126761
31679,Tesla Motors,Model S,2015,Model S85,278.0,11.10.2016,15907.0,115.0,18.0,Electricity,Summer tires,0,1,1,Normal,23.19,0,0,,7.09,,Tesla_Model_S_2015,15.65217391304348
31680,Tesla Motors,Model S,2015,Model S85,278.0,09.10.2016,15792.0,292.0,66.0,Electricity,Summer tires,0,1,0,Normal,22.6,0,0,,6.5,,Tesla_Model_S_2015,22.602739726027394
31681,Tesla Motors,Model S,2015,Model S85,278.0,07.10.2016,15500.0,87.0,36.0,Electricity,Summer tires,0,1,1,Normal,21.66,0,0,,5.559999999999999,,Tesla_Model_S_2015,41.37931034482759
31682,Tesla Motors,Model S,2015,Model S85,278.0,06.10.2016,15413.0,151.0,24.0,Electricity,Summer tires,1,0,1,Normal,21.66,0,0,,5.559999999999999,,Tesla_Model_S_2015,15.894039735099339
31683,Tesla Motors,Model S,2015,Model S85,278.0,30.09.2016,15262.0,62.0,12.0,Electricity,Summer tires,1,0,1,Normal,21.66,0,0,,5.559999999999999,,Tesla_Model_S_2015,19.35483870967742
31684,Tesla Motors,Model S,2015,Model S85,278.0,28.09.2016,15200.0,74.0,9.0,Electricity,Summer tires,1,0,1,Normal,21.66,0,0,,5.559999999999999,,Tesla_Model_S_2015,12.162162162162163
31685,Tesla Motors,Model S,2015,Model S85,278.0,26.09.2016,15126.0,82.0,60.0,Electricity,Summer tires,0,1,0,Fast,21.99,0,0,,5.889999999999997,,Tesla_Model_S_2015,73.17073170731707
31686,Tesla Motors,Model S,2015,Model S85,278.0,25.09.2016,15044.0,300.0,24.0,Electricity,Summer tires,1,0,1,Normal,21.99,0,0,,5.889999999999997,,Tesla_Model_S_2015,8.0
31687,Tesla Motors,Model S,2015,Model S85,278.0,23.09.2016,14744.0,54.0,43.0,Electricity,Summer tires,1,0,1,Normal,24.16,0,0,,8.059999999999999,,Tesla_Model_S_2015,79.62962962962963
31688,Tesla Motors,Model S,2015,Model S85,278.0,20.09.2016,14690.0,47.0,25.0,Electricity,Summer tires,1,0,1,Normal,24.16,0,0,,8.059999999999999,,Tesla_Model_S_2015,53.191489361702125
31689,Tesla Motors,Model S,2015,Model S85,278.0,20.09.2016,14643.0,38.0,9.0,Electricity,Summer tires,1,0,1,Normal,24.16,0,0,,8.059999999999999,,Tesla_Model_S_2015,23.684210526315788
31690,Tesla Motors,Model S,2015,Model S85,278.0,17.09.2016,14605.0,62.0,12.0,Electricity,Summer tires,1,0,1,Normal,24.16,0,0,,8.059999999999999,,Tesla_Model_S_2015,19.35483870967742
31691,Tesla Motors,Model S,2015,Model S85,278.0,15.09.2016,14543.0,188.0,5.0,Electricity,Summer tires,1,0,1,Normal,24.16,0,0,,8.059999999999999,,Tesla_Model_S_2015,2.6595744680851063
31692,Tesla Motors,Model S,2015,Model S85,278.0,04.09.2016,14355.0,104.0,30.0,Electricity,Summer tires,1,0,1,Normal,21.02,0,0,,4.919999999999998,,Tesla_Model_S_2015,28.846153846153843
31693,Tesla Motors,Model S,2015,Model S85,278.0,29.08.2016,14251.0,160.0,34.0,Electricity,Summer tires,1,1,1,Normal,21.02,0,0,,4.919999999999998,,Tesla_Model_S_2015,21.25
31694,Tesla Motors,Model S,2015,Model S85,278.0,26.08.2016,14091.0,169.0,35.0,Electricity,Summer tires,1,0,1,Normal,21.02,0,0,,4.919999999999998,,Tesla_Model_S_2015,20.710059171597635
31695,Tesla Motors,Model S,2015,Model S85,278.0,24.08.2016,13922.0,123.0,26.0,Electricity,Summer tires,1,0,1,Normal,21.02,0,0,,4.919999999999998,,Tesla_Model_S_2015,21.138211382113823
31696,Tesla Motors,Model S,2015,Model S85,278.0,22.08.2016,13799.0,123.0,24.0,Electricity,Summer tires,1,0,1,Normal,21.02,0,0,,4.919999999999998,,Tesla_Model_S_2015,19.51219512195122
31697,Tesla Motors,Model S,2015,Model S85,278.0,11.08.2016,13676.0,105.0,25.0,Electricity,Summer tires,1,0,1,Normal,21.02,0,0,,4.919999999999998,,Tesla_Model_S_2015,23.809523809523807
31698,Tesla Motors,Model S,2015,Model S85,278.0,10.08.2016,13571.0,102.0,31.0,Electricity,Summer tires,1,0,1,Normal,21.02,0,0,,4.919999999999998,,Tesla_Model_S_2015,30.392156862745097
31699,Tesla Motors,Model S,2015,Model S85,278.0,07.08.2016,13469.0,106.0,41.0,Electricity,Summer tires,0,1,1,Fast,21.02,0,0,,4.919999999999998,,Tesla_Model_S_2015,38.67924528301887
31700,Tesla Motors,Model S,2015,Model S85,278.0,05.08.2016,13363.0,345.0,35.0,Electricity,Summer tires,0,0,1,Normal,21.02,0,0,,4.919999999999998,,Tesla_Model_S_2015,10.144927536231885
31701,Tesla Motors,Model S,2015,Model S85,278.0,03.08.2016,13018.0,306.0,60.0,Electricity,Summer tires,1,1,0,Normal,19.61,0,0,,3.509999999999998,,Tesla_Model_S_2015,19.607843137254903
31702,Tesla Motors,Model S,2015,Model S85,278.0,01.08.2016,12712.0,204.0,46.0,Electricity,Summer tires,0,1,0,Fast,22.55,0,0,,6.449999999999999,,Tesla_Model_S_2015,22.54901960784314
31703,Tesla Motors,Model S,2015,Model S85,278.0,01.08.2016,12508.0,228.0,53.0,Electricity,Summer tires,0,1,0,Normal,23.25,0,0,,7.149999999999999,,Tesla_Model_S_2015,23.24561403508772
31704,Tesla Motors,Model S,2015,Model S85,278.0,31.07.2016,12280.0,252.0,56.0,Electricity,Summer tires,0,1,1,Normal,22.22,0,0,,6.119999999999997,,Tesla_Model_S_2015,22.22222222222222
31705,Tesla Motors,Model S,2015,Model S85,278.0,30.07.2016,12028.0,220.0,53.0,Electricity,Summer tires,1,1,1,Normal,21.04,0,0,,4.939999999999998,,Tesla_Model_S_2015,24.09090909090909
31706,Tesla Motors,Model S,2015,Model S85,278.0,29.07.2016,11808.0,224.0,48.0,Electricity,Summer tires,1,1,1,Normal,21.04,0,0,,4.939999999999998,,Tesla_Model_S_2015,21.428571428571427
31707,Tesla Motors,Model S,2015,Model S85,278.0,26.07.2016,11584.0,123.0,31.0,Electricity,Summer tires,1,1,1,Normal,21.04,0,0,,4.939999999999998,,Tesla_Model_S_2015,25.203252032520325
31708,Tesla Motors,Model S,2015,Model S85,278.0,20.07.2016,11461.0,96.0,20.0,Electricity,Summer tires,1,1,1,Normal,21.04,0,0,,4.939999999999998,,Tesla_Model_S_2015,20.833333333333336
31709,Tesla Motors,Model S,2015,Model S85,278.0,20.07.2016,11365.0,113.0,21.0,Electricity,Summer tires,0,1,1,Normal,21.04,0,0,,4.939999999999998,,Tesla_Model_S_2015,18.58407079646018
31710,Tesla Motors,Model S,2015,Model S85,278.0,18.07.2016,11252.0,284.0,50.0,Electricity,Summer tires,0,1,1,Normal,21.04,0,0,,4.939999999999998,,Tesla_Model_S_2015,17.6056338028169
31711,Tesla Motors,Model S,2015,Model S85,278.0,16.07.2016,10968.0,201.0,60.0,Electricity,Summer tires,0,1,1,Normal,20.71,0,0,,4.609999999999999,,Tesla_Model_S_2015,29.850746268656714
31712,Tesla Motors,Model S,2015,Model S85,278.0,16.07.2016,10767.0,58.0,11.0,Electricity,Summer tires,1,0,1,Normal,20.71,0,0,,4.609999999999999,,Tesla_Model_S_2015,18.96551724137931
31713,Tesla Motors,Model S,2015,Model S85,278.0,15.07.2016,10709.0,190.0,22.0,Electricity,Summer tires,0,1,1,Normal,20.71,0,0,,4.609999999999999,,Tesla_Model_S_2015,11.578947368421053
31714,Tesla Motors,Model S,2015,Model S85,278.0,13.07.2016,10519.0,265.0,64.0,Electricity,Summer tires,0,1,0,Normal,20.87,0,0,,4.77,,Tesla_Model_S_2015,24.150943396226417
31715,Tesla Motors,Model S,2015,Model S85,278.0,13.07.2016,10254.0,125.0,29.0,Electricity,Summer tires,1,0,1,Normal,20.87,0,0,,4.77,,Tesla_Model_S_2015,23.200000000000003
31716,Tesla Motors,Model S,2015,Model S85,278.0,08.07.2016,10129.0,176.0,36.0,Electricity,Summer tires,1,0,1,Normal,20.87,0,0,,4.77,,Tesla_Model_S_2015,20.454545454545457
31717,Tesla Motors,Model S,2015,Model S85,278.0,03.07.2016,9953.0,109.0,22.0,Electricity,Summer tires,1,0,1,Normal,20.87,0,0,,4.77,,Tesla_Model_S_2015,20.18348623853211
31718,Tesla Motors,Model S,2015,Model S85,278.0,29.06.2016,9844.0,114.0,20.0,Electricity,Summer tires,1,0,1,Normal,20.87,0,0,,4.77,,Tesla_Model_S_2015,17.543859649122805
31719,Tesla Motors,Model S,2015,Model S85,278.0,26.06.2016,9730.0,313.0,59.0,Electricity,Summer tires,0,1,0,Normal,20.87,0,0,,4.77,,Tesla_Model_S_2015,18.849840255591054
31720,Tesla Motors,Model S,2015,Model S85,278.0,25.06.2016,9417.0,63.0,15.0,Electricity,Summer tires,1,0,1,Normal,23.81,0,0,,7.709999999999997,,Tesla_Model_S_2015,23.809523809523807
31721,Tesla Motors,Model S,2015,Model S85,278.0,23.06.2016,9354.0,305.0,64.0,Electricity,Summer tires,0,1,1,Normal,20.98,0,0,,4.879999999999999,,Tesla_Model_S_2015,20.983606557377048
31722,Tesla Motors,Model S,2015,Model S85,278.0,22.06.2016,9049.0,50.0,17.0,Electricity,Summer tires,0,1,0,Fast,34.0,0,0,,17.9,,Tesla_Model_S_2015,34.0
31723,Tesla Motors,Model S,2015,Model S85,278.0,21.06.2016,8999.0,176.0,40.0,Electricity,Summer tires,1,1,0,Normal,20.15,0,0,,4.049999999999997,,Tesla_Model_S_2015,22.727272727272727
31724,Tesla Motors,Model S,2015,Model S85,278.0,19.06.2016,8823.0,225.0,63.0,Electricity,Summer tires,1,1,0,Normal,20.15,0,0,,4.049999999999997,,Tesla_Model_S_2015,28.000000000000004
31725,Tesla Motors,Model S,2015,Model S85,278.0,18.06.2016,8598.0,269.0,32.0,Electricity,Summer tires,1,1,1,Normal,20.15,0,0,,4.049999999999997,,Tesla_Model_S_2015,11.895910780669144
31726,Tesla Motors,Model S,2015,Model S85,278.0,17.06.2016,8329.0,140.0,55.0,Electricity,Summer tires,1,1,1,Fast,25.93,0,0,,9.829999999999998,,Tesla_Model_S_2015,39.285714285714285
31727,Tesla Motors,Model S,2015,Model S85,278.0,15.06.2016,8189.0,169.0,55.0,Electricity,Summer tires,1,1,1,Normal,25.93,0,0,,9.829999999999998,,Tesla_Model_S_2015,32.544378698224854
31728,Tesla Motors,Model S,2015,Model S85,278.0,14.06.2016,8020.0,146.0,8.0,Electricity,Summer tires,1,1,1,Normal,25.93,0,0,,9.829999999999998,,Tesla_Model_S_2015,5.47945205479452
31729,Tesla Motors,Model S,2015,Model S85,278.0,12.06.2016,7874.0,298.0,67.0,Electricity,Summer tires,1,1,1,Normal,21.89,0,0,,5.789999999999999,,Tesla_Model_S_2015,22.483221476510067
31730,Tesla Motors,Model S,2015,Model S85,278.0,11.06.2016,7576.0,104.0,21.0,Electricity,Summer tires,1,1,1,Normal,21.89,0,0,,5.789999999999999,,Tesla_Model_S_2015,20.192307692307693
31731,Tesla Motors,Model S,2015,Model S85,278.0,09.06.2016,7472.0,217.0,52.0,Electricity,Summer tires,1,1,1,Normal,23.96,0,0,,7.859999999999999,,Tesla_Model_S_2015,23.963133640552993
31732,Tesla Motors,Model S,2015,Model S85,278.0,07.06.2016,7255.0,143.0,29.0,Electricity,Summer tires,1,0,1,Normal,20.56,0,0,,4.459999999999997,,Tesla_Model_S_2015,20.27972027972028
31733,Tesla Motors,Model S,2015,Model S85,278.0,04.06.2016,7112.0,246.0,51.0,Electricity,Summer tires,1,0,1,Normal,20.56,0,0,,4.459999999999997,,Tesla_Model_S_2015,20.73170731707317
31734,Tesla Motors,Model S,2015,Model S85,278.0,31.05.2016,6866.0,213.0,40.0,Electricity,Summer tires,1,1,1,Normal,20.56,0,0,,4.459999999999997,,Tesla_Model_S_2015,18.779342723004692
31735,Tesla Motors,Model S,2015,Model S85,278.0,29.05.2016,6653.0,220.0,49.0,Electricity,Summer tires,1,0,1,Normal,20.56,0,0,,4.459999999999997,,Tesla_Model_S_2015,22.272727272727273
31736,Tesla Motors,Model S,2015,Model S85,278.0,22.05.2016,6433.0,274.0,50.0,Electricity,Summer tires,1,1,0,Normal,18.25,0,0,,2.1499999999999986,,Tesla_Model_S_2015,18.248175182481752
31737,Tesla Motors,Model S,2015,Model S85,278.0,21.05.2016,6159.0,87.0,25.0,Electricity,Summer tires,1,1,1,Normal,28.74,0,0,,12.639999999999995,,Tesla_Model_S_2015,28.735632183908045
31738,Tesla Motors,Model S,2015,Model S85,278.0,19.05.2016,6072.0,171.0,39.0,Electricity,Summer tires,1,1,1,Fast,26.42,0,0,,10.32,,Tesla_Model_S_2015,22.807017543859647
31739,Tesla Motors,Model S,2015,Model S85,278.0,17.05.2016,5901.0,136.0,47.0,Electricity,Summer tires,1,1,1,Normal,26.42,0,0,,10.32,,Tesla_Model_S_2015,34.55882352941176
31740,Tesla Motors,Model S,2015,Model S85,278.0,15.05.2016,5765.0,70.0,28.0,Electricity,Summer tires,1,0,1,Normal,26.42,0,0,,10.32,,Tesla_Model_S_2015,40.0
31741,Tesla Motors,Model S,2015,Model S85,278.0,13.05.2016,5695.0,187.0,35.0,Electricity,Summer tires,1,0,1,Normal,26.42,0,0,,10.32,,Tesla_Model_S_2015,18.71657754010695
31742,Tesla Motors,Model S,2015,Model S85,278.0,10.05.2016,5508.0,22.0,48.0,Electricity,Summer tires,1,1,1,Normal,19.73,0,0,,3.629999999999999,,Tesla_Model_S_2015,218.18181818181816
31743,Tesla Motors,Model S,2015,Model S85,278.0,09.05.2016,5486.0,272.0,10.0,Electricity,Summer tires,1,1,1,Normal,19.73,0,0,,3.629999999999999,,Tesla_Model_S_2015,3.6764705882352944
31744,Tesla Motors,Model S,2015,Model S85,278.0,08.05.2016,5214.0,194.0,61.0,Electricity,Summer tires,0,1,0,Normal,26.14,0,0,,10.04,,Tesla_Model_S_2015,31.443298969072163
31745,Tesla Motors,Model S,2015,Model S85,278.0,07.05.2016,5020.0,135.0,25.0,Electricity,Summer tires,1,1,1,Normal,26.14,0,0,,10.04,,Tesla_Model_S_2015,18.51851851851852
31746,Tesla Motors,Model S,2015,Model S85,278.0,07.05.2016,4885.0,225.0,56.0,Electricity,Summer tires,1,1,1,Normal,22.83,0,0,,6.729999999999997,,Tesla_Model_S_2015,24.88888888888889
